utc_epoch_ms,A_F_GTR_q1,A_F_GTR_q2,A_F_GTR_q3,A_F_GTR_q4,A_F_GTR_t1,A_F_GTR_t2,A_F_GTR_t3,A_F_MID_q1,A_F_MID_q2,A_F_MID_q3,A_F_MID_q4,A_F_MID_t1,A_F_MID_t2,A_F_MID_t3,A_F_MEP_q1,A_F_MEP_q2,A_F_MEP_q3,A_F_MEP_q4,A_F_MEP_t1,A_F_MEP_t2,A_F_MEP_t3,A_F_LEP_q1,A_F_LEP_q2,A_F_LEP_q3,A_F_LEP_q4,A_F_LEP_t1,A_F_LEP_t2,A_F_LEP_t3,A_T_MEP_q1,A_T_MEP_q2,A_T_MEP_q3,A_T_MEP_q4,A_T_MEP_t1,A_T_MEP_t2,A_T_MEP_t3,A_T_LEP_q1,A_T_LEP_q2,A_T_LEP_q3,A_T_LEP_q4,A_T_LEP_t1,A_T_LEP_t2,A_T_LEP_t3,A_T_MID_q1,A_T_MID_q2,A_T_MID_q3,A_T_MID_q4,A_T_MID_t1,A_T_MID_t2,A_T_MID_t3,A_T_MAL_q1,A_T_MAL_q2,A_T_MAL_q3,A_T_MAL_q4,A_T_MAL_t1,A_T_MAL_t2,A_T_MAL_t3,B_N_REF_q1,B_N_REF_q2,B_N_REF_q3,B_N_REF_q4,B_N_REF_t1,B_N_REF_t2,B_N_REF_t3,B_N_PRB_q1,B_N_PRB_q2,B_N_PRB_q3,B_N_PRB_q4,B_N_PRB_t1,B_N_PRB_t2,B_N_PRB_t3,B_N_STY_q1,B_N_STY_q2,B_N_STY_q3,B_N_STY_q4,B_N_STY_t1,B_N_STY_t2,B_N_STY_t3,C_F_PRO_q1,C_F_PRO_q2,C_F_PRO_q3,C_F_PRO_q4,C_F_PRO_t1,C_F_PRO_t2,C_F_PRO_t3,C_T_DIS_q1,C_T_DIS_q2,C_T_DIS_q3,C_T_DIS_q4,C_T_DIS_t1,C_T_DIS_t2,C_T_DIS_t3
6349268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9744,-0.2132,-0.0441,-0.0557,-8.8341,891.0740,344.9183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4325,0.5454,0.4549,0.5555,163.9952,918.4721,255.3314,0.5094,-0.5183,0.4959,0.4753,-260.0666,959.8547,248.5723
